nomvar,ip1,ip3,usage,origin,pack,date,short_fr_desc,short_en_desc,long_fr_desc,long_en_desc,type,units,precision,min,max,magnitude,value,meaning_fr,meaning_en
PII,,,current,CMDM,,2018-10-10,Indice d'intensité des précipitations totales,Total precipitation intensity index,,,code,,,,,,"['0', '1', '2', '3']","['Aucune intensité', 'Faible', 'Modéré', 'Fort']","['No intensity', 'Light', 'Moderate', 'Heavy']"
PDM,,,current,CMDM,,2018-10-10,Type dominant de précipitations,Dominant precipitation type,,,code,,,,,,"['101', '110', '111', '203', '212', '308', '405', '409', '413', '414']",,"['Rain', 'Hail', 'Drizzle', 'Freezing Rain', 'Freezing Drizzle', 'Ice Pellets', 'Snow', 'Graupel;Snow Pellets', 'Ice Crystals', 'Snow Grains']"
QDM,,,current,CMDM,,2018-10-10,Quantité du type dominant de précipitations en termes d'équivalent en eau,Dominant precipitation type amount in liquid water equivalent,,,real,m,,,,,,,
QI_1,,,current,HRDPS,,2018-10-10,"Rapport de mélange en masse, cristaux de glace","Mass mixing ratio, ice crystals",,,real,kg kg⁻¹,,,,,,,
QI_2,,,current,HRDPS,,2018-10-10,"Rapport de mélange en masse, cristaux de neige non-givrés","Mass mixing ratio, unrimed snow crystals",,,real,kg kg⁻¹,,,,,,,
QI_3,,,current,HRDPS,,2018-10-10,"Rapport de mélange en masse, cristaux légèrement givrés","Mass mixing ratio, lightly rimed snow",,,real,kg kg⁻¹,,,,,,,
QI_4,,,current,HRDPS,,2018-10-10,"Rapport de mélange en masse, neige roulée","Mass mixing ratio, graupel",,,real,kg kg⁻¹,,,,,,,
QI_5,,,current,HRDPS,,2018-10-10,"Rapport de mélange en masse, grêle","Mass mixing ratio, hail",,,real,kg kg⁻¹,,,,,,,
QI_6,,,current,HRDPS,,2018-10-10,"Rapport de mélange en masse, grésil","Mass mixing ratio, ice pellets",,,real,kg kg⁻¹,,,,,,,
MPNC,,,current,HRDPS,,2014-10-06,traceur microphysique; le rapport de melange nombre des gouttelettes de nuages,microphysics tracer; number mixing ratio of cloud (droplets),,,real,kg⁻¹,,,,,,,
MPNR,,,current,HRDPS,,2014-10-06,traceur microphysique; le rapport de melange nombre de pluie,microphysics tracer; number mixing ratio of rain,,,real,kg⁻¹,,,,,,,
MPNI,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange nombre des cristaux de glace,microphysics tracer; number mixing ratio of ice crystals,,,real,kg⁻¹,,,,,,,
MPNS,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange nombre de neige,microphysics tracer; number mixing ratio of snow,,,real,kg⁻¹,,,,,,,
MPNG,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange nombre de neige roulee,microphysics tracer; number mixing ratio of graupel,,,real,kg⁻¹,,,,,,,
MPNH,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange nombre de la grele,microphysics tracer; number mixing ratio of hail,,,real,kg⁻¹,,,,,,,
MPQC,,,current,HRDPS,,2014-10-06,traceur microphysique; le rapport de melange masse du nuage,microphysics tracer; mass mixing ratio of cloud,,,real,kg/kg,,,,,,,
MPQR,,,current,HRDPS,,2014-10-06,traceur microphysique; le rapport de melange masse de pluie,microphysics tracer; mass mixing ratio of rain,,,real,kg/kg,,,,,,,
MPQI,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange masse de glace (cristaux),microphysics tracer; mass mixing ratio of ice (crystals),,,real,kg/kg,,,,,,,
MPQS,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange masse de la neige,microphysics tracer; mass mixing ratio of snow,,,real,kg/kg,,,,,,,
MPQG,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange masse de neige roulee (Milbrandt-Yau),microphysics tracer; mass mixing ratio of graupel (Milbrandt-Yau),,,real,kg/kg,,,,,,,
MPQH,,,obsolete,HRDPS,,2018-10-10,traceur microphysique; le rapport de melange masse du grele,microphysics tracer; mass mixing ratio of hail,,,real,kg/kg,,,,,,,
CK,,,current,,,,Nuages convectifs,Convective clouds,,,real,fraction,,0.0,1.0,,,,
CL,,,current,,,,Nuages à grande échelle,Large scale clouds,,,real,fraction,,0.0,1.0,,,,
CM1X,,,current,,,,Poussiere de sol 2.5µm,crustal material/soil/dust fin (2.5µm),,,real,µg/m³,,,,,,,
CM2X,,,current,,,,Poussiere de sol 10µm,crustal material/soil/dust coarse (10µm),,,real,µg/m³,,,,,,,
CN,,,obsolete,,,2020-02-15,Inhibition convective,Convective inhibition,,,real,J/kg,,,,,,,
CO,,,current,,,,Monoxide de carbone (CO),Carbon monoxide gas (CO),,,real,ppb,,,,,,,
CP,,,deprecated,,,2017-10-13,Énergie potentielle convective disponible,Convective available potential energy,,,real,J/kg,,,,,,,
CR,,,current,,,,Réflectivité radar composite,Radar composite reflectivity,,,real,dBZ,,,,,,,
CS,,,current,,,,Nuages à petite échelle,Small scale clouds,,,real,fraction,,0.0,1.0,,,,
CT,,,obsolete,,,2019-08-15,Type nuageux (Codé) (QPF),Cloud type (Coded) (QPF),,,real,nil,,0.0,13.0,,,,
CV,,,current,,,,Coefficient thermique pour la canopé,Thermal coefficient for canopy,,,real,K m⁻² J⁻¹,,,,,,,
CX,,,current,,,,Cosinus de l'angle solaire,Cosine of the solar angle,,,real,nil,,-1.0,1.0,,,,
D2,,,current,,,,Profondeur d'enracinement dans le sol,Rooting soil depth,,,real,m,,,,,,,
D3,,,current,,,,Tendance de pession des dernières 3 heures,Pressure tendency last three hours,,,real,hPa,,,,,,,
DCBH,,,current,,,,Hauteur de la base du conduit,Duct Base height,,,real,m,,,,,,,
DCMR,,,current,,,,Indice de réfraction modifiée,Modified refractivity,,,real,M-units,,,,,,,
DCNB,,,current,,,,Nombre de conduits,Number of ducts,,,real,nil,,,,,,,
DCST,,,current,,,,Force du conduit,Duct strength,,,real,M-units,,,,,,,
DCTH,,,current,,,,Epaisseur du conduit,Duct thickness,,,real,m,,,,,,,
DD,,,current,,,,Divergence,Divergence,,,real,s⁻¹,,,,,,,
DE,,,current,,,,Direction des vagues de vent (convention météorologique),Direction of wind waves (meteorological convention),Direction des vagues générées par le vent local.,Direction of waves generated by the local wind.,real,deg,,,,,,,
DIVI,,,current,,,,Divergence de la glace,Ice divergence,,,real,1/day,,,,,,,
DL,,,current,,,,Latitude-Longitude,Latitude-Longitude,,,real,deg,,,,,,,
DLIM,,,current,,,,Changement de température de l'air a 1.5 m apporté par tdiaglim=vrai,1.5 m air temperature modification by tdiaglim=true,,,real,K,,,,,,,
DMC,,,current,,,,Diamètre moyen de masse de nuages,Mean mass diameter of cloud,,,real,m,,,,,,,
DMG,,,current,,,,Diamètre moyen de masse de neige roulée,Mean mass diameter of graupel,,,real,m,,,,,,,
DMH,,,current,,,,Diamètre moyen de masse de grêle,Mean mass diameter of hail,,,real,m,,,,,,,
DMI,,,current,,,,Diamètre moyen de masse de glace,Mean mass diameter of ice,,,real,m,,,,,,,
DMR,,,current,,,,Diamètre moyen de masse de pluie,Mean mass diameter of rain,,,real,m,,,,,,,
DMS,,,current,,,,Diamètre moyen de masse de neige,Mean mass diameter of snow,,,real,m,,,,,,,
DN,,,current,,,,Densité de la neige,Snow density,,,real,kg/m³,,,,,,,
DP,,,current,,,,Divergence Isobarique,Isobaric divergence,,,real,s⁻¹,,,,,,,
DQ,,,current,,,,Niveau abri humidité spécifique,Screen level specific humidity,,,real,kg/kg,,,,,,,
DR,,,current,,,,Drainage de l'eau au fond de la couche de sol,Water drainage at bottom of soil layer,,,real,m³/m³,,,,,,,
DS,,,current,,,,Direction de la houle,Direction of swell,direction du vent vers l'observateur,,real,deg,,,,,,,
DT,,,current,,,,Correction de température de surface,Surface temperature correction,,,real,°C,,,,,,,
DW,,,current,,,,Rosée (QPF),Dew (QPF),,,real,nil,,,,,,,
DZ,,,current,,,,Epaisseur entre 2 Niveaux (GZ),Thickness between two levels (GZ),,,real,dam,,,,,,,
E1,,,current,,,,Coordonnée verticale au toit du modèle,Vertical coordinate at model top,,,real,nil,,0.0,1.0,,,,
E2,,,current,,,,Ecoulement sur sol,Overland runoff,,,real,kg/m²,,,,,,,
E4,,,current,,,,Tendance diffusive de EN,Diffusive tendency of EN,,,real,m²/s³,,,,,,,
EA2,,,current,,,,Emission alkene,Alkene emission,,,real,g/s,,,,,,,
EA3,,,current,,,,Emission alkane,Alkane emission,,,real,g/s,,,,,,,
EALD,,,current,,,,Emission acetaldehyde,Acetaldehyde emission,,,real,g/s,,,,,,,
EARO,,,current,,,,Emission aromatique,Aromatic emission,,,real,g/s,,,,,,,
EB,,,current,,,,Production thermique,Thermal production,,,real,m²/s³,,,,,,,
ECC,,,current,cccmarad,,,Couverture nuageuse effective totale (2D),Total effective cloud cover (2D),Construit à partir de toutes les fractions nuageuses fournit par le modèle. L'hypothèse de chevauchement dans la verticale est celle de maximum-aléatoire est appliquée. Les propriétés optiques nécessaires pour le calcul de la transmittance IR sont celles utilisées dans le schéma de transfert radiatif cccmarad. Voir https://wiki.cmc.ec.gc.ca/images/3/35/Nuages_et_CCCmarad_phy47.pdf pour plus de détails.,Constructed from all cloud fraction sources provided by model. Maximum-random vertical overlap is assumed. Optical properties necessary for calculation of IR transmittance are those used by the cccmarad radiative transfer scheme. See https://wiki.cmc.ec.gc.ca/images/2/21/Nuages_et_CCCmarad_phy47_en.pdf for more details.,real,fraction,,0.0,1.0,,,,
ECO,,,current,,,,Emission de monoxyde de carbone,Carbon monoxide emission,,,real,g/s,,,,,,,
EC1X,,,current,,,,Carbone elementaire 2.5µm,Elemental carbon fine (2.5µm),,,real,µg/m³,,,,,,,
EC2X,,,current,,,,Carbone elementaire 10µm,Elemental carbon coarse (10µm),,,real,µg/m³,,,,,,,
ECCH,,,current,cccmarad,,,Couverture nuageuse effective aux niveaux élevés,Effective high level cloud cover,Couverture nuageuse effective aux niveaux élevés - Nuages haut:niveau sigma moins que 0.4,Effective high level cloud cover - High clouds:sigma level less than 0.4,real,fraction,,0.0,1.0,,,,
ECCL,,,current,cccmarad,,,Couverture nuageuse effective aux niveaux bas,Effective low level cloud cover,Couverture nuageuse effective aux niveaux bas - Nuages bas:niveau sigma plus que 0.7,Effective low level cloud cover - Low clouds:sigma level greater than 0.7,real,fraction,,0.0,1.0,,,,
ECCM,,,current,cccmarad,,,Couverture nuageuse effective aux niveaux moyens,Effective mid level cloud cover,Couverture nuageuse effective aux niveaux moyens - Nuages moyens:niveau sigma entre 0.7 et 0.4,Effective mid level cloud cover- Mid level clouds:sigma level between 0.7 and 0.4,real,fraction,,0.0,1.0,,,,
EC38,,,current,,,,Emission de propane,Propane emission,,,real,g/s,,,,,,,
ECRE,,,current,,,,Emission de o-creosol,O-creosol emission,,,real,g/s,,,,,,,
ECM1,,,current,,,,Emission poussieèe de sol 2.5µm,Crustal material fine emissions (2.5µm),,,real,g/s,,,,,,,
ECM2,,,current,,,,emission poussière de sol 10µm,Crustal material coarse emissions (10µm),,,real,g/s,,,,,,,
ED,,,current,,,,Dissipation visqueuse,Viscous dissipation,,,real,m²/s³,,,,,,,
EETH,,,current,,,,Emission éthene,Ethene emission,,,real,g/s,,,,,,,
EEC1,,,current,,,,Emission carbone élémentaire 2.5µm,Elemental carbon emissions fine (2.5µm),,,real,g/s,,,,,,,
EEC2,,,current,,,,Emission carbone élémentaire 10µm,Elemental carbon emissions coarse (10µm),,,real,g/s,,,,,,,
EH,,,current,,,,Hauteur des sommets des échos radars,Radar echo tops height,,,real,m,,,,,,,
EHCH,,,current,,,,Emission de formaldéhyde,Formaldehyde emission,,,real,g/s,,,,,,,
EHON,,,current,,,,Emission acide nitreux,Nitrous acid emission,,,real,g/s,,,,,,,
EI,,,current,,,,Flux infrarouge terrestre sortant de l'atmosphère,Outgoing terrestrial infrared flux exiting the atmosphere,,,real,W/m²,,,,,,,
EISO,,,current,,,,Emission isoprene,Isoprene emission,,,real,g/s,,,,,,,
EM,,,current,,,,Production mécanique,Mechanical production,,,real,m²/s³,,,,,,,
EMEK,,,current,,,,Emission de méthyl éthyl cétone,Methyl ethyl ketone emission,,,real,g/s,,,,,,,
EN,,,current,,,,Énergie cinétique turbulente,Turbulent kinetic energy,,,real,m²/s²,,,,,,,
ENN,,,current,SPOOKI,,2013-05-24,Énergie négative dans la couche,Negative energy in the layer,Énergie négative dans la couche calculée selon la méthode de l'isotherme moyen,Negative energy calculated with the mean isotherm method,real,Jkg⁻¹,,-5000.0,5000.0,,,,
ENO,,,current,,,,Emission de monoxyde azote,Nitrogen monoxide emmision,,,real,g/s,,,,,,,
ENP,,,current,SPOOKI,,2013-05-24,Énergie positive dans la couche,Positive energy in the layer,Énergie positive dans la couche calculée selon la méthode de l'isotherme moyen,Positive energy calculated with the mean isotherm method,real,Jkg⁻¹,,-5000.0,5000.0,,,,
ENH3,,,current,,,,Emission ammoniac,Ammonia emission,,,real,g/s,,,,,,,
ENO2,,,current,,,,Emission de dioxyde azote,Nitrogen dioxide emmision,,,real,g/s,,,,,,,
EP,,,current,,,,Eau précipitable entre eta-1.0 et 0.4,Precipitable water between eta-1.0 and 0.4,,,real,mm,,,,,,,
EPC1,,,current,,,,Emission carbone organique primaire 2.5µm,Primary organic carbon emissions fine(2.5µm),,,real,g/s,,,,,,,
EPC2,,,current,,,,Emission carbone organique primaire 10µm,Primary organic carbon emissions coarse,,,real,g/s,,,,,,,
ER,,,current,,,,Taux de variation de l'énergie turbulente (RES),Turbulent energy variation rate (RES),,,real,m²/s³,,,,,,,
ES,,,current,,,,Écart du point de rosée,Dew point depression,"Dans les modèles GEM opérationnels, ES est calculé par rapport à l'eau (pas la glace).","In the operational GEM models, ES is calculated as a function of water (not ice).",real,°C,,,,,,,
ESIO,,,current,,,,Emission biogénique isoprene (std ete),Isoprene biogenic emission (std summer),,,real,g,,,,,,,
ESMO,,,current,,,,Emission biogenique monoterpene(été std),Monoterpenes biogenic emission-(std summer),,,real,g,,,,,,,
ESNO,,,current,,,,Emission biogenique de monoxyde azote (été std),Nitrogen monoxide biogenic emission (std summer),,,real,g,,,,,,,
ESO2,,,current,,,,Emission de dioxyde de soufre,Sulphur dioxide emission,,,real,g/s,,,,,,,
ESO4,,,current,,,,Emission de sulfate,Sulphate emission,,,real,g/s,,,,,,,
ESU1,,,current,,,,Emission sulfate 2.5µm,Sulphate emissions fine (2.5µm),,,real,g/s,,,,,,,
ESU2,,,current,,,,Emission sulfate 10µm,Sulphate emissions coarse (10µm),,,real,g/s,,,,,,,
ESVO,,,current,,,,Emission biogéniques COV (été std),VOC biogenic emission (std summer),,,real,g,,,,,,,
ET,,,current,,,,Transport turbulent,Turbulent transport,,,real,m²/s³,,,,,,,
ETOL,,,current,,,,Emission de toluene,Toluene emission,,,real,g/s,,,,,,,
EV,,,current,,,,Flux solaire sortant de l'atmosphère,Outgoing solar flux exiting the atmosphere,,,real,W/m²,,,,,,,
EWNO,,,current,,,,Emission biogénique de monoxyde azote (std hiver),Nitrogen monoxide biogenic emission (std winter),,,real,g,,,,,,,
EWIO,,,current,,,,Emission biogénique isoprene (std hiver),Isoprene biogenic emission (std winter),,,real,g,,,,,,,
EWMO,,,current,,,,Emission biogénique monoterpene (hiver std),Monoterpenes biogenic emission (std winter),,,real,g,,,,,,,
EWVO,,,current,,,,Emission biogeniques COV (hiver std),VOC biogenic emission (std winter),,,real,g,,,,,,,
F1,,,current,,,,Accumulation d'énergie dans la couche limite,Energy accumulation in the boundary layer,,,real,J.m⁻²,,,,,,,
F2,,,current,,,,Épaisseur de la couche limite,Thickness of the boundary layer,,,real,m,,,,,,,
F3,,,current,,,,Écart de température entre le sol et sigma,Temperature spread between surface and sigma,,,real,K,,,,,,,
F4,,,current,,,,Flux chaleur sensible au-dessus sol (Instantanné),Sensible heat flux over Soil (Instantaneous),,,real,W/m²,,,,,,,
F5,,,current,,,,Flux chaleur sensible au-dessus glacier (Instantanné),Sensible heat flux over glacier (Instantaneous),,,real,W/m²,,,,,,,
F6,,,current,,,,Flux chaleur sensible au-dessus eau (Instantanné),Sensible heat flux over water (Instantaneous),,,real,W/m²,,,,,,,
F7,,,current,,,,Flux chaleur sensible au-dessus glace (Instantanné),Sensible heat flux over ice (Instantaneous),,,real,W/m²,,,,,,,
FB,,,current,,,,Flux solaire vers le bas,Downward solar flux,,,real,W/m²,,,,,,,
FC,1199,,current,,,,Flux de chaleur sensible de la surface vers l'atmosphere (Sol),Upward surface sensible heat flux (Soil),,,real,W/m²,,,,,,,
FC,1198,,current,,,,Flux de chaleur sensible de la surface vers l'atmosphere (Glacier),Upward surface sensible heat flux (Glacier),,,real,W/m²,,,,,,,
FC,1197,,current,,,,Flux de chaleur sensible de la surface vers l'atmosphere (Eau),Upward surface sensible heat flux (Water),,,real,W/m²,,,,,,,
FC,1196,,current,,,,Flux de chaleur sensible de la surface vers l'atmosphere (Glace Marine),Upward surface sensible heat flux (Sea Ice),,,real,W/m²,,,,,,,
